,studentID,date,excused,period
620,1949,2020-01-05,Excused,Mathematics
621,221,2020-01-18,Unexcused,Language Arts
622,2463,2019-10-28,Excused,Language Arts
623,1621,2019-10-26,Excused,Science
624,1684,2019-10-11,Unexcused,Mathematics
625,1285,2020-01-05,Unexcused,Mathematics
626,1402,2019-10-09,Unexcused,Mathematics
627,277,2019-12-04,Excused,Health/Physical Education
628,2086,2020-02-26,Excused,Social Studies
629,2442,2020-04-16,Unexcused,Social Studies
630,762,2019-12-14,Unexcused,Health/Physical Education
631,1417,2019-10-20,Excused,Social Studies
632,2443,2019-12-27,Unexcused,Science
633,1603,2020-02-23,Excused,Language Arts
634,1603,2019-09-03,Unexcused,Language Arts
635,840,2019-12-29,Unexcused,Health/Physical Education
636,23,2019-09-23,Excused,Health/Physical Education
637,569,2020-03-16,Excused,Social Studies
638,72,2020-01-21,Excused,Mathematics
639,1754,2019-09-02,Excused,Language Arts
640,677,2019-12-06,Unexcused,Mathematics
641,1122,2020-01-01,Excused,Language Arts
642,140,2020-04-26,Unexcused,Mathematics
643,746,2019-11-15,Excused,Social Studies
644,413,2019-11-24,Unexcused,Social Studies
645,451,2020-01-07,Unexcused,Science
646,2455,2019-09-12,Unexcused,Health/Physical Education
647,714,2020-02-11,Unexcused,Science
648,28,2019-11-09,Unexcused,Health/Physical Education
649,1323,2019-09-10,Excused,Mathematics
650,2041,2020-02-16,Excused,Science
651,507,2019-11-03,Excused,Social Studies
652,1910,2020-04-18,Unexcused,Language Arts
653,92,2019-11-24,Excused,Language Arts
654,90,2020-04-06,Unexcused,Science
655,2284,2019-09-19,Excused,Health/Physical Education
656,433,2020-05-01,Excused,Science
657,145,2020-05-04,Excused,Health/Physical Education
658,1326,2020-02-12,Unexcused,Health/Physical Education
659,1071,2019-12-21,Excused,Science
660,1576,2019-10-16,Unexcused,Health/Physical Education
661,598,2020-01-07,Unexcused,Social Studies
662,576,2020-01-13,Excused,Mathematics
663,693,2020-03-28,Excused,Science
664,1762,2019-11-05,Excused,Science
665,579,2020-03-16,Excused,Mathematics
666,917,2019-08-29,Excused,Language Arts
667,1200,2019-09-08,Excused,Mathematics
668,99,2020-04-11,Excused,Mathematics
669,2171,2019-12-18,Excused,Science
670,245,2020-01-10,Excused,Language Arts
671,2215,2019-11-25,Unexcused,Science
672,2271,2019-08-30,Excused,Language Arts
673,1098,2020-04-14,Excused,Science
674,1832,2020-03-07,Excused,Social Studies
675,501,2020-04-16,Unexcused,Health/Physical Education
676,676,2019-10-14,Excused,Science
677,97,2020-03-23,Excused,Science
678,1193,2019-09-12,Unexcused,Language Arts
679,2073,2020-02-10,Excused,Health/Physical Education
680,1126,2020-04-05,Unexcused,Science
681,908,2020-04-06,Excused,Health/Physical Education
682,1849,2020-01-27,Unexcused,Social Studies
683,2105,2020-03-06,Unexcused,Health/Physical Education
684,1598,2020-04-10,Unexcused,Health/Physical Education
685,1021,2020-03-15,Excused,Language Arts
686,978,2019-10-24,Unexcused,Language Arts
687,2111,2020-02-28,Unexcused,Mathematics
688,64,2019-12-06,Excused,Social Studies
689,1935,2019-11-10,Unexcused,Mathematics
690,2292,2020-03-14,Excused,Health/Physical Education
691,1088,2019-11-29,Excused,Social Studies
692,840,2019-10-19,Unexcused,Language Arts
693,1980,2020-02-21,Unexcused,Language Arts
694,1673,2020-01-16,Excused,Social Studies
695,1203,2019-12-30,Unexcused,Health/Physical Education
696,2034,2019-09-03,Unexcused,Social Studies
697,1648,2019-10-31,Unexcused,Social Studies
698,252,2020-05-01,Unexcused,Social Studies
699,2146,2020-01-31,Excused,Social Studies
700,1416,2020-01-19,Excused,Health/Physical Education
701,265,2019-10-16,Unexcused,Mathematics
702,1376,2020-03-10,Unexcused,Health/Physical Education
703,1318,2019-09-04,Excused,Social Studies
704,1852,2020-04-03,Excused,Health/Physical Education
705,149,2019-12-04,Excused,Language Arts
706,947,2020-04-05,Excused,Mathematics
707,51,2019-08-30,Excused,Social Studies
708,598,2020-01-04,Unexcused,Language Arts
709,1412,2019-10-08,Excused,Health/Physical Education
710,1758,2019-12-20,Unexcused,Mathematics
711,1638,2020-04-15,Unexcused,Science
712,2187,2019-09-13,Unexcused,Health/Physical Education
713,2482,2020-01-31,Excused,Mathematics
714,106,2020-04-01,Excused,Mathematics
715,1823,2019-09-04,Unexcused,Mathematics
716,1727,2020-03-23,Excused,Health/Physical Education
717,2235,2019-10-14,Unexcused,Science
718,23,2019-10-19,Unexcused,Language Arts
719,320,2020-03-26,Excused,Mathematics
720,750,2020-02-27,Unexcused,Science
721,254,2020-03-29,Excused,Science
722,283,2019-11-22,Unexcused,Mathematics
723,2302,2020-03-22,Excused,Science
724,2135,2020-01-07,Excused,Health/Physical Education
725,1686,2020-04-15,Unexcused,Language Arts
726,1836,2020-04-21,Excused,Health/Physical Education
727,1548,2020-02-04,Excused,Mathematics
728,2481,2019-12-29,Unexcused,Science
729,106,2020-02-08,Excused,Language Arts
730,315,2020-03-22,Excused,Science
731,1145,2020-05-03,Excused,Health/Physical Education
732,1778,2020-03-10,Unexcused,Health/Physical Education
733,407,2020-01-11,Unexcused,Social Studies
734,412,2019-09-23,Unexcused,Mathematics
735,784,2020-01-28,Unexcused,Health/Physical Education
736,1877,2019-12-30,Excused,Social Studies
737,1458,2020-03-16,Excused,Mathematics
738,439,2019-09-20,Unexcused,Language Arts
739,1390,2020-02-24,Unexcused,Mathematics
740,1313,2020-03-16,Unexcused,Health/Physical Education
741,834,2020-04-27,Unexcused,Science
742,1285,2020-03-04,Unexcused,Language Arts
743,1214,2020-05-03,Unexcused,Social Studies
744,1070,2019-12-04,Unexcused,Science
745,841,2019-11-26,Excused,Language Arts
746,353,2020-01-12,Unexcused,Language Arts
747,2161,2019-09-19,Excused,Social Studies
748,1588,2020-02-06,Unexcused,Health/Physical Education
749,974,2020-02-11,Unexcused,Language Arts
750,2486,2020-04-29,Excused,Language Arts
751,684,2019-12-17,Excused,Social Studies
752,1585,2019-12-06,Excused,Science
753,1167,2019-09-27,Excused,Social Studies
754,153,2019-09-29,Unexcused,Health/Physical Education
755,2199,2019-10-17,Excused,Language Arts
756,1847,2020-01-08,Unexcused,Social Studies
757,1151,2020-04-02,Unexcused,Mathematics
758,1027,2019-08-30,Excused,Mathematics
759,2376,2020-01-17,Unexcused,Science
760,1591,2020-03-09,Unexcused,Health/Physical Education
761,1415,2020-03-01,Excused,Language Arts
762,1571,2019-10-05,Unexcused,Science
763,1752,2019-08-27,Excused,Mathematics
764,878,2019-09-18,Unexcused,Science
765,566,2020-03-13,Unexcused,Mathematics
766,39,2020-04-10,Excused,Science
767,2328,2019-10-30,Excused,Science
768,924,2019-09-18,Excused,Mathematics
769,2478,2019-12-18,Excused,Health/Physical Education
770,2050,2019-12-28,Excused,Health/Physical Education
771,1610,2020-02-29,Unexcused,Language Arts
772,2472,2019-10-08,Excused,Language Arts
773,393,2020-03-09,Excused,Mathematics
774,1556,2019-10-24,Unexcused,Language Arts
775,625,2020-03-28,Excused,Science
776,460,2019-11-10,Unexcused,Language Arts
777,1367,2020-01-15,Excused,Health/Physical Education
778,1503,2019-11-22,Unexcused,Health/Physical Education
779,1867,2020-03-03,Excused,Language Arts
780,2294,2019-12-30,Excused,Social Studies
781,1296,2020-03-26,Excused,Science
782,2166,2020-02-13,Unexcused,Science
783,1047,2020-01-20,Excused,Mathematics
784,1897,2019-12-27,Unexcused,Science
785,1160,2019-10-24,Excused,Science
786,955,2020-04-23,Unexcused,Science
787,1182,2020-03-16,Unexcused,Science
788,314,2020-01-17,Unexcused,Mathematics
789,1402,2020-01-03,Unexcused,Mathematics
790,385,2020-01-09,Excused,Health/Physical Education
791,981,2020-03-10,Unexcused,Language Arts
792,2300,2019-11-29,Unexcused,Health/Physical Education
793,1239,2020-01-19,Unexcused,Health/Physical Education
794,959,2019-11-17,Excused,Language Arts
795,742,2020-01-23,Excused,Social Studies
796,1532,2019-10-23,Excused,Social Studies
797,281,2020-01-26,Unexcused,Mathematics
798,51,2020-02-02,Unexcused,Social Studies
799,891,2019-08-31,Unexcused,Health/Physical Education
800,2285,2019-10-29,Unexcused,Social Studies
801,808,2019-11-24,Excused,Science
802,1490,2020-04-24,Excused,Health/Physical Education
803,1241,2020-01-09,Unexcused,Science
804,1110,2020-03-13,Unexcused,Science
805,78,2020-01-27,Unexcused,Health/Physical Education
806,333,2020-04-17,Excused,Health/Physical Education
807,1530,2020-02-13,Unexcused,Social Studies
808,891,2019-11-01,Unexcused,Social Studies
809,402,2019-11-25,Excused,Science
810,776,2020-03-15,Excused,Social Studies
811,2127,2019-11-19,Unexcused,Mathematics
812,392,2020-03-11,Excused,Health/Physical Education
813,1748,2020-02-01,Excused,Language Arts
814,1167,2019-11-01,Unexcused,Mathematics
815,1198,2020-02-11,Excused,Language Arts
816,1780,2019-12-15,Unexcused,Language Arts
817,734,2020-02-18,Excused,Mathematics
818,1875,2020-01-09,Unexcused,Mathematics
819,1094,2020-02-07,Excused,Social Studies
820,1792,2020-04-26,Unexcused,Social Studies
821,521,2019-11-28,Excused,Language Arts
822,2342,2020-04-01,Excused,Mathematics
823,1389,2020-02-24,Excused,Science
824,341,2020-03-24,Excused,Language Arts
825,849,2020-03-07,Excused,Health/Physical Education
826,908,2019-11-10,Excused,Mathematics
827,165,2020-03-28,Excused,Social Studies
828,2349,2020-04-13,Unexcused,Language Arts
829,2158,2019-09-13,Excused,Science
830,1720,2019-10-19,Unexcused,Social Studies
831,276,2020-01-21,Unexcused,Health/Physical Education
832,1669,2020-03-18,Unexcused,Social Studies
833,118,2019-09-13,Unexcused,Science
834,2359,2020-03-19,Unexcused,Social Studies
835,2079,2019-10-24,Unexcused,Language Arts
836,158,2020-03-08,Excused,Mathematics
837,463,2019-09-04,Excused,Science
838,2430,2020-04-15,Unexcused,Language Arts
839,1492,2019-12-02,Unexcused,Language Arts
840,846,2019-09-06,Excused,Mathematics
841,767,2019-08-30,Excused,Language Arts
842,2019,2019-10-22,Excused,Science
843,2446,2019-11-17,Unexcused,Health/Physical Education
844,1657,2019-11-30,Unexcused,Language Arts
845,1604,2020-04-08,Unexcused,Mathematics
846,1961,2019-10-02,Unexcused,Science
847,1316,2020-02-05,Unexcused,Language Arts
848,1737,2019-12-12,Excused,Mathematics
849,15,2019-11-18,Excused,Social Studies
850,2478,2019-11-23,Unexcused,Health/Physical Education
851,1281,2019-09-06,Unexcused,Science
852,401,2020-04-04,Excused,Health/Physical Education
853,602,2019-11-29,Excused,Health/Physical Education
854,278,2020-01-25,Unexcused,Mathematics
855,1926,2020-04-21,Excused,Mathematics
856,2309,2019-12-10,Excused,Science
857,900,2020-01-22,Excused,Mathematics
858,2381,2019-09-18,Unexcused,Social Studies
859,221,2019-09-08,Unexcused,Mathematics
860,219,2020-02-28,Excused,Social Studies
861,960,2019-09-06,Unexcused,Science
862,714,2020-03-06,Unexcused,Social Studies
863,721,2019-12-16,Excused,Health/Physical Education
864,2268,2020-02-01,Unexcused,Social Studies
865,2157,2019-12-22,Excused,Social Studies
866,1425,2019-10-27,Excused,Health/Physical Education
867,1006,2019-10-31,Excused,Language Arts
868,1338,2019-11-02,Unexcused,Science
869,525,2019-09-03,Unexcused,Science
870,419,2020-05-01,Unexcused,Mathematics
871,2112,2020-02-21,Excused,Social Studies
872,2258,2020-04-02,Unexcused,Health/Physical Education
873,1155,2020-01-23,Excused,Language Arts
874,1680,2019-11-10,Unexcused,Mathematics
875,2380,2019-11-23,Unexcused,Science
876,360,2019-11-26,Unexcused,Language Arts
877,495,2020-02-12,Unexcused,Health/Physical Education
878,621,2019-09-28,Excused,Social Studies
879,675,2019-10-22,Unexcused,Science
880,1573,2020-05-01,Excused,Mathematics
881,2482,2019-11-09,Excused,Social Studies
882,403,2019-09-28,Excused,Health/Physical Education
883,568,2020-01-04,Excused,Health/Physical Education
884,968,2019-11-30,Unexcused,Language Arts
885,1286,2020-04-25,Unexcused,Social Studies
886,2394,2020-04-03,Excused,Science
887,109,2019-10-24,Excused,Health/Physical Education
888,1147,2019-10-20,Excused,Social Studies
889,685,2020-05-01,Unexcused,Language Arts
890,479,2019-12-05,Unexcused,Social Studies
891,2351,2019-09-12,Excused,Mathematics
892,2402,2019-10-17,Unexcused,Social Studies
893,1972,2020-03-05,Unexcused,Language Arts
894,457,2019-08-25,Unexcused,Science
895,658,2019-09-01,Unexcused,Language Arts
896,1434,2020-04-30,Unexcused,Social Studies
897,1898,2019-11-02,Excused,Science
898,614,2020-02-11,Excused,Health/Physical Education
899,1753,2019-11-17,Excused,Science
900,3,2020-01-24,Excused,Language Arts
901,1993,2020-03-09,Excused,Language Arts
902,1012,2020-02-10,Excused,Language Arts
903,2261,2019-11-03,Unexcused,Health/Physical Education
904,2148,2020-03-07,Unexcused,Health/Physical Education
905,1930,2020-04-30,Excused,Health/Physical Education
906,316,2019-11-07,Excused,Social Studies
907,1851,2020-01-10,Excused,Science
908,1675,2020-03-29,Unexcused,Health/Physical Education
909,225,2020-04-24,Unexcused,Language Arts
910,6,2020-02-08,Unexcused,Health/Physical Education
911,1528,2020-01-18,Excused,Social Studies
912,663,2020-01-25,Excused,Social Studies
913,1984,2019-08-30,Unexcused,Language Arts
914,18,2020-01-27,Unexcused,Mathematics
915,1692,2020-02-03,Unexcused,Health/Physical Education
916,503,2019-09-17,Unexcused,Health/Physical Education
917,340,2019-09-26,Unexcused,Mathematics
918,351,2019-10-13,Unexcused,Mathematics
919,2265,2019-09-17,Excused,Science
920,1538,2020-03-23,Unexcused,Language Arts
921,2428,2019-09-07,Unexcused,Science
922,1953,2019-10-12,Excused,Health/Physical Education
923,1475,2019-12-05,Excused,Social Studies
924,1328,2019-09-24,Unexcused,Science
925,2459,2020-04-04,Unexcused,Social Studies
926,157,2019-09-02,Unexcused,Science
927,1478,2020-04-04,Unexcused,Mathematics
928,303,2020-04-17,Unexcused,Social Studies
929,1523,2019-11-18,Excused,Mathematics
930,2316,2020-03-10,Excused,Health/Physical Education
931,691,2020-02-26,Excused,Language Arts
932,1813,2020-03-31,Unexcused,Language Arts
933,2027,2020-04-06,Unexcused,Mathematics
934,795,2020-02-07,Unexcused,Science
935,2151,2020-01-16,Unexcused,Health/Physical Education
936,351,2020-02-19,Unexcused,Health/Physical Education
937,185,2020-04-19,Excused,Language Arts
938,415,2020-03-05,Unexcused,Health/Physical Education
939,550,2020-03-30,Unexcused,Mathematics
940,1417,2020-04-13,Excused,Mathematics
941,2325,2020-04-30,Excused,Mathematics
942,1202,2019-12-06,Unexcused,Science
943,1232,2020-01-29,Excused,Language Arts
944,1983,2019-09-28,Unexcused,Language Arts
945,662,2020-01-07,Excused,Health/Physical Education
946,1861,2019-09-08,Unexcused,Social Studies
947,1663,2019-10-06,Excused,Science
948,69,2019-11-21,Excused,Science
949,2317,2019-11-15,Unexcused,Health/Physical Education
950,2243,2020-03-24,Excused,Science
951,1596,2020-01-02,Unexcused,Health/Physical Education
952,1518,2019-12-31,Excused,Language Arts
953,777,2020-01-06,Unexcused,Language Arts
954,125,2020-02-15,Excused,Mathematics
955,2447,2019-12-16,Excused,Social Studies
956,759,2020-03-17,Unexcused,Health/Physical Education
957,647,2019-12-01,Excused,Science
958,2474,2020-01-09,Excused,Language Arts
959,1710,2020-02-29,Excused,Language Arts
960,731,2020-04-23,Unexcused,Health/Physical Education
961,914,2019-12-23,Excused,Science
962,461,2019-11-17,Unexcused,Health/Physical Education
963,1509,2019-09-15,Unexcused,Health/Physical Education
964,2420,2019-09-22,Excused,Social Studies
965,1684,2019-10-31,Unexcused,Health/Physical Education
966,819,2020-05-02,Unexcused,Language Arts
967,490,2020-02-03,Excused,Language Arts
968,330,2019-12-25,Excused,Mathematics
969,719,2020-02-11,Excused,Mathematics
970,184,2019-10-14,Unexcused,Health/Physical Education
971,1597,2019-10-11,Excused,Mathematics
972,2311,2019-12-23,Excused,Health/Physical Education
973,468,2020-03-18,Unexcused,Mathematics
974,1717,2019-09-03,Unexcused,Social Studies
975,880,2020-01-31,Excused,Mathematics
976,1683,2020-02-12,Unexcused,Mathematics
977,1956,2020-02-11,Excused,Language Arts
978,973,2019-12-20,Unexcused,Science
979,1291,2020-03-27,Unexcused,Language Arts
980,328,2020-04-02,Unexcused,Health/Physical Education
981,2016,2020-02-11,Unexcused,Health/Physical Education
982,1265,2020-01-31,Unexcused,Mathematics
983,2237,2020-01-26,Excused,Science
984,2356,2019-11-07,Excused,Language Arts
985,1587,2019-11-09,Excused,Social Studies
986,1051,2019-12-28,Unexcused,Social Studies
987,2336,2020-03-30,Excused,Language Arts
988,1705,2020-01-14,Excused,Mathematics
989,65,2019-12-13,Excused,Mathematics
990,80,2020-05-01,Unexcused,Social Studies
991,1195,2020-02-14,Unexcused,Social Studies
992,1249,2020-01-07,Excused,Health/Physical Education
993,760,2019-09-11,Excused,Language Arts
994,2209,2020-01-10,Excused,Mathematics
995,3,2019-11-07,Excused,Science
996,2428,2020-03-03,Excused,Science
997,2220,2020-04-04,Unexcused,Health/Physical Education
998,1865,2019-10-20,Excused,Science
999,13,2019-11-19,Unexcused,Science
